username,content,label,cleaning,tokenizing,stopword,stemming,final
Pengguna Google,"aplikasi gak jelas, sering error gimana mau lapor pajak, aplikasinya aja jelek",negatif,aplikasi gak jelas sering error gimana mau lapor pajak aplikasinya aja jelek,"aplikasi, gak, jelas, sering, error, gimana, mau, lapor, pajak, aplikasinya, aja, jelek","aplikasi, gak, error, gimana, lapor, pajak, aplikasinya, aja, jelek","aplikasi, gak, error, gimana, lapor, pajak, aplikasi, aja, jelek",aplikasi gak error gimana lapor pajak aplikasi aja jelek
Pengguna Google,"ID server salah mulu, sebesar perpajakan aplikasi ajja error mulu. Ngga malu sm gaji dan tunjangan yg paling besar asn se Indonesia??",negatif,id server salah mulu sebesar perpajakan aplikasi ajja error mulu ngga malu sm gaji dan tunjangan yg paling besar asn se indonesia,"id, server, salah, mulu, sebesar, perpajakan, aplikasi, ajja, error, mulu, ngga, malu, sm, gaji, dan, tunjangan, yg, paling, besar, asn, se, indonesia","id, server, salah, mulu, perpajakan, aplikasi, ajja, error, mulu, ngga, malu, sm, gaji, tunjangan, yg, asn, indonesia","id, server, salah, mulu, paja, aplikasi, ajja, error, mulu, ngga, malu, sm, gaji, tunjang, yg, asn, indonesia",id server salah mulu paja aplikasi ajja error mulu ngga malu sm gaji tunjang yg asn indonesia
Pengguna Google,"masuk login ubah sandi lagi ubah sandi lagi padagal ga mencet perubahan sandi, giliran aktivasi udah isi semua email salah lah nomor hp salah lah mending balik djp aja lebih enak",negatif,masuk login ubah sandi lagi ubah sandi lagi padagal ga mencet perubahan sandi giliran aktivasi udah isi semua email salah lah nomor hp salah lah mending balik djp aja lebih enak,"masuk, login, ubah, sandi, lagi, ubah, sandi, lagi, padagal, ga, mencet, perubahan, sandi, giliran, aktivasi, udah, isi, semua, email, salah, lah, nomor, hp, salah, lah, mending, balik, djp, aja, lebih, enak","masuk, login, ubah, sandi, ubah, sandi, padagal, ga, mencet, perubahan, sandi, giliran, aktivasi, udah, isi, email, salah, nomor, hp, salah, mending, djp, aja, enak","masuk, login, ubah, sandi, ubah, sandi, padagal, ga, mencet, ubah, sandi, gilir, aktivasi, udah, isi, email, salah, nomor, hp, salah, mending, djp, aja, enak",masuk login ubah sandi ubah sandi padagal ga mencet ubah sandi gilir aktivasi udah isi email salah nomor hp salah mending djp aja enak
Pengguna Google,kagak niat gausah bikin kita bikin akun di persulit cuma mau ngabisin pulsa doang lawak giliran bisa malah eror alamat ada lagi aja alesan lu,negatif,kagak niat gausah bikin kita bikin akun di persulit cuma mau ngabisin pulsa doang lawak giliran bisa malah eror alamat ada lagi aja alesan lu,"kagak, niat, gausah, bikin, kita, bikin, akun, di, persulit, cuma, mau, ngabisin, pulsa, doang, lawak, giliran, bisa, malah, eror, alamat, ada, lagi, aja, alesan, lu","kagak, niat, gausah, bikin, bikin, akun, persulit, ngabisin, pulsa, doang, lawak, giliran, eror, alamat, aja, alesan, lu","kagak, niat, gausah, bikin, bikin, akun, sulit, ngabisin, pulsa, doang, lawak, gilir, eror, alamat, aja, alesan, lu",kagak niat gausah bikin bikin akun sulit ngabisin pulsa doang lawak gilir eror alamat aja alesan lu
Pengguna Google,"data udah sesuai semua malah Gagal pembaharuan akun, mau lapor pajak aja susah amat",negatif,data udah sesuai semua malah gagal pembaharuan akun mau lapor pajak aja susah amat,"data, udah, sesuai, semua, malah, gagal, pembaharuan, akun, mau, lapor, pajak, aja, susah, amat","data, udah, sesuai, gagal, pembaharuan, akun, lapor, pajak, aja, susah","data, udah, sesuai, gagal, baharu, akun, lapor, pajak, aja, susah",data udah sesuai gagal baharu akun lapor pajak aja susah
Pengguna Google,"Bukanya mempermudah malah mempersulit , rakyat yang pajak rakyat yang repot",negatif,bukanya mempermudah malah mempersulit  rakyat yang pajak rakyat yang repot,"bukanya, mempermudah, malah, mempersulit, rakyat, yang, pajak, rakyat, yang, repot","bukanya, mempermudah, mempersulit, rakyat, pajak, rakyat, repot","buka, mudah, sulit, rakyat, pajak, rakyat, repot",buka mudah sulit rakyat pajak rakyat repot
Pengguna Google,"hadeh, bukan mempermudah malah bikin ribett",negatif,hadeh bukan mempermudah malah bikin ribett,"hadeh, bukan, mempermudah, malah, bikin, ribett","hadeh, mempermudah, bikin, ribett","hadeh, mudah, bikin, ribett",hadeh mudah bikin ribett
Pengguna Google,muter muter dipersulit... kita yg bayar pajak kita yg di suruh lapor dengan segala keruwetan nya... asuuuuuuuu,negatif,muter muter dipersulit kita yg bayar pajak kita yg di suruh lapor dengan segala keruwetan nya asuuuuuuuu,"muter, muter, dipersulit, kita, yg, bayar, pajak, kita, yg, di, suruh, lapor, dengan, segala, keruwetan, nya, asuuuuuuuu","muter, muter, dipersulit, yg, bayar, pajak, yg, suruh, lapor, keruwetan, nya, asuuuuuuuu","muter, muter, sulit, yg, bayar, pajak, yg, suruh, lapor, ruwet, nya, asuuuuuuuu",muter muter sulit yg bayar pajak yg suruh lapor ruwet nya asuuuuuuuu
Pengguna Google,"ga bisa login ,bolak balik gagal",negatif,ga bisa login bolak balik gagal,"ga, bisa, login, bolak, balik, gagal","ga, login, bolak, gagal","ga, login, bolak, gagal",ga login bolak gagal
Pengguna Google,"Emaill berubah padahal tidak pernah ganti2 email, Coba orang pajak Jemput bola ke Pabrik2 ke perusahan2 saya yakin banyak yg terkendala",netral,emaill berubah padahal tidak pernah ganti email coba orang pajak jemput bola ke pabrik ke perusahan saya yakin banyak yg terkendala,"emaill, berubah, padahal, tidak, pernah, ganti, email, coba, orang, pajak, jemput, bola, ke, pabrik, ke, perusahan, saya, yakin, banyak, yg, terkendala","emaill, berubah, ganti, email, coba, orang, pajak, jemput, bola, pabrik, perusahan, yg, terkendala","emaill, ubah, ganti, email, coba, orang, pajak, jemput, bola, pabrik, usah, yg, kendala",emaill ubah ganti email coba orang pajak jemput bola pabrik usah yg kendala
Pengguna Google,"id pengguna & kata sandi sudah benar, tetap aja ga bisa login. Giliran telat/tidak lapor pajak kena denda",negatif,id pengguna  kata sandi sudah benar tetap aja ga bisa login giliran telattidak lapor pajak kena denda,"id, pengguna, kata, sandi, sudah, benar, tetap, aja, ga, bisa, login, giliran, telattidak, lapor, pajak, kena, denda","id, pengguna, sandi, aja, ga, login, giliran, telattidak, lapor, pajak, kena, denda","id, guna, sandi, aja, ga, login, gilir, telattidak, lapor, pajak, kena, denda",id guna sandi aja ga login gilir telattidak lapor pajak kena denda
Pengguna Google,"aplikasi ini tidak membantu,gak guna masak setiap mau buka minta abdet terus",negatif,aplikasi ini tidak membantugak guna masak setiap mau buka minta abdet terus,"aplikasi, ini, tidak, membantugak, guna, masak, setiap, mau, buka, minta, abdet, terus","aplikasi, membantugak, masak, buka, abdet","aplikasi, membantugak, masak, buka, abdet",aplikasi membantugak masak buka abdet
Pengguna Google,aplikasi nya sumpah payah bgt. diperbaiki lah min pajak bkn dikit loh masak aplikasi kayak anak tk,negatif,aplikasi nya sumpah payah bgt diperbaiki lah min pajak bkn dikit loh masak aplikasi kayak anak tk,"aplikasi, nya, sumpah, payah, bgt, diperbaiki, lah, min, pajak, bkn, dikit, loh, masak, aplikasi, kayak, anak, tk","aplikasi, nya, sumpah, payah, bgt, diperbaiki, min, pajak, bkn, dikit, loh, masak, aplikasi, kayak, anak, tk","aplikasi, nya, sumpah, payah, bgt, baik, min, pajak, bkn, dikit, loh, masak, aplikasi, kayak, anak, tk",aplikasi nya sumpah payah bgt baik min pajak bkn dikit loh masak aplikasi kayak anak tk
Pengguna Google,"Tolong di perbaiki, masih Susah untuk melakukan aktivasi Akun Cortex",negatif,tolong di perbaiki masih susah untuk melakukan aktivasi akun cortex,"tolong, di, perbaiki, masih, susah, untuk, melakukan, aktivasi, akun, cortex","tolong, perbaiki, susah, aktivasi, akun, cortex","tolong, baik, susah, aktivasi, akun, cortex",tolong baik susah aktivasi akun cortex
Pengguna Google,login muter2 malah bolak balik musti reset pasword. aplikasi pemerintahan gini amat bos.boro2 lapor pajak aplikasi saja kaga bener.jangan salahin rakyat gak lapor pajak.urus saja dulu sistem nya yang bener.,negatif,login muter malah bolak balik musti reset pasword aplikasi pemerintahan gini amat bosboro lapor pajak aplikasi saja kaga benerjangan salahin rakyat gak lapor pajakurus saja dulu sistem nya yang bener,"login, muter, malah, bolak, balik, musti, reset, pasword, aplikasi, pemerintahan, gini, amat, bosboro, lapor, pajak, aplikasi, saja, kaga, benerjangan, salahin, rakyat, gak, lapor, pajakurus, saja, dulu, sistem, nya, yang, bener","login, muter, bolak, musti, reset, pasword, aplikasi, pemerintahan, gini, bosboro, lapor, pajak, aplikasi, kaga, benerjangan, salahin, rakyat, gak, lapor, pajakurus, sistem, nya, bener","login, muter, bolak, musti, reset, pasword, aplikasi, perintah, gin, bosboro, lapor, pajak, aplikasi, kaga, benerjangan, salahin, rakyat, gak, lapor, pajakurus, sistem, nya, bener",login muter bolak musti reset pasword aplikasi perintah gin bosboro lapor pajak aplikasi kaga benerjangan salahin rakyat gak lapor pajakurus sistem nya bener
Pengguna Google,"aplikasi untuk yg sangat mempersulit ,eror terus",negatif,aplikasi untuk yg sangat mempersulit eror terus,"aplikasi, untuk, yg, sangat, mempersulit, eror, terus","aplikasi, yg, mempersulit, eror","aplikasi, yg, sulit, eror",aplikasi yg sulit eror
Pengguna Google,karyawannya baik hati dan sangat membantu jika ada yg tidak bisa dibuat sendiri,positif,karyawannya baik hati dan sangat membantu jika ada yg tidak bisa dibuat sendiri,"karyawannya, baik, hati, dan, sangat, membantu, jika, ada, yg, tidak, bisa, dibuat, sendiri","karyawannya, hati, membantu, yg","karyawannya, hati, bantu, yg",karyawannya hati bantu yg
Pengguna Google,setelah di update aplikasi nya tbtb akun saya tidak bs login lg,netral,setelah di update aplikasi nya tbtb akun saya tidak bs login lg,"setelah, di, update, aplikasi, nya, tbtb, akun, saya, tidak, bs, login, lg","update, aplikasi, nya, tbtb, akun, bs, login, lg","update, aplikasi, nya, tbtb, akun, bs, login, lg",update aplikasi nya tbtb akun bs login lg
Pengguna Google,"yg butuh laporan lu, yg penyedia lu juga app ga bisa"" masuk ydah derita lu",netral,yg butuh laporan lu yg penyedia lu juga app ga bisa masuk ydah derita lu,"yg, butuh, laporan, lu, yg, penyedia, lu, juga, app, ga, bisa, masuk, ydah, derita, lu","yg, butuh, laporan, lu, yg, penyedia, lu, app, ga, masuk, ydah, derita, lu","yg, butuh, lapor, lu, yg, sedia, lu, app, ga, masuk, ydah, derita, lu",yg butuh lapor lu yg sedia lu app ga masuk ydah derita lu
Pengguna Google,"Gajelas. Mau login dibawa ke browser. Suda login di browser malah error:400. Minta orang pribadi lapor SPT, malah dipersulit, T4IK. Pas udah login haduh gak ada isinya yg bisa diapaÃ‚Â²in, SPT malah ""We'll back soon"". Memang t4ik",negatif,gajelas mau login dibawa ke browser suda login di browser malah error minta orang pribadi lapor spt malah dipersulit tik pas udah login haduh gak ada isinya yg bisa diapain spt malah well back soon memang tik,"gajelas, mau, login, dibawa, ke, browser, suda, login, di, browser, malah, error, minta, orang, pribadi, lapor, spt, malah, dipersulit, tik, pas, udah, login, haduh, gak, ada, isinya, yg, bisa, diapain, spt, malah, well, back, soon, memang, tik","gajelas, login, dibawa, browser, suda, login, browser, error, orang, pribadi, lapor, spt, dipersulit, tik, pas, udah, login, haduh, gak, isinya, yg, diapain, spt, well, back, soon, tik","gajelas, login, bawa, browser, suda, login, browser, error, orang, pribadi, lapor, spt, sulit, tik, pas, udah, login, haduh, gak, isi, yg, diapain, spt, well, back, soon, tik",gajelas login bawa browser suda login browser error orang pribadi lapor spt sulit tik pas udah login haduh gak isi yg diapain spt well back soon tik
Pengguna Google,"Mua aktivasi akun aja susahnya minta ampun padahal email sama nomor telepon sudah benar, tetap aja nomot tidak cocok pas login.. hadehh, sudah hapus aja aplikasinya!",negatif,mua aktivasi akun aja susahnya minta ampun padahal email sama nomor telepon sudah benar tetap aja nomot tidak cocok pas login hadehh sudah hapus aja aplikasinya,"mua, aktivasi, akun, aja, susahnya, minta, ampun, padahal, email, sama, nomor, telepon, sudah, benar, tetap, aja, nomot, tidak, cocok, pas, login, hadehh, sudah, hapus, aja, aplikasinya","mua, aktivasi, akun, aja, susahnya, ampun, email, nomor, telepon, aja, nomot, cocok, pas, login, hadehh, hapus, aja, aplikasinya","mua, aktivasi, akun, aja, susah, ampun, email, nomor, telepon, aja, nomot, cocok, pas, login, hadehh, hapus, aja, aplikasi",mua aktivasi akun aja susah ampun email nomor telepon aja nomot cocok pas login hadehh hapus aja aplikasi
Pengguna Google,"Sudah diperas dengan pajak, mau lapor pajak juga masih kena pajak SMS. Memang ini aplikasi dan instansinya menyusahkan saja. Mau lapor lewat web, harus login di apk. Mau login di apk, harus konfirmasi lewat laman online lagi. MENYUSAHKAN DAN MENYENGSARAKAN SAJAÃ°Å¸â€˜Å½",negatif,sudah diperas dengan pajak mau lapor pajak juga masih kena pajak sms memang ini aplikasi dan instansinya menyusahkan saja mau lapor lewat web harus login di apk mau login di apk harus konfirmasi lewat laman online lagi menyusahkan dan menyengsarakan saja,"sudah, diperas, dengan, pajak, mau, lapor, pajak, juga, masih, kena, pajak, sms, memang, ini, aplikasi, dan, instansinya, menyusahkan, saja, mau, lapor, lewat, web, harus, login, di, apk, mau, login, di, apk, harus, konfirmasi, lewat, laman, online, lagi, menyusahkan, dan, menyengsarakan, saja","diperas, pajak, lapor, pajak, kena, pajak, sms, aplikasi, instansinya, menyusahkan, lapor, web, login, apk, login, apk, konfirmasi, laman, online, menyusahkan, menyengsarakan","peras, pajak, lapor, pajak, kena, pajak, sms, aplikasi, instansi, susah, lapor, web, login, apk, login, apk, konfirmasi, laman, online, susah, sengsara",peras pajak lapor pajak kena pajak sms aplikasi instansi susah lapor web login apk login apk konfirmasi laman online susah sengsara
Pengguna Google,gimana mau lapor SPT tahunan kalo mau login aja susahnya minta ampun + ribet,negatif,gimana mau lapor spt tahunan kalo mau login aja susahnya minta ampun  ribet,"gimana, mau, lapor, spt, tahunan, kalo, mau, login, aja, susahnya, minta, ampun, ribet","gimana, lapor, spt, tahunan, kalo, login, aja, susahnya, ampun, ribet","gimana, lapor, spt, tahun, kalo, login, aja, susah, ampun, ribet",gimana lapor spt tahun kalo login aja susah ampun ribet
Pengguna Google,"sampah, udah berapa kali mau aktivasi akun enggak bisa, nomor telpon enggak pernah nerima kode OTP, udah beberapa kali kek gitu, gimana mau bisa daftar, padahal nomornya masih aktif",negatif,sampah udah berapa kali mau aktivasi akun enggak bisa nomor telpon enggak pernah nerima kode otp udah beberapa kali kek gitu gimana mau bisa daftar padahal nomornya masih aktif,"sampah, udah, berapa, kali, mau, aktivasi, akun, enggak, bisa, nomor, telpon, enggak, pernah, nerima, kode, otp, udah, beberapa, kali, kek, gitu, gimana, mau, bisa, daftar, padahal, nomornya, masih, aktif","sampah, udah, kali, aktivasi, akun, nomor, telpon, nerima, kode, otp, udah, kali, kek, gitu, gimana, daftar, nomornya, aktif","sampah, udah, kali, aktivasi, akun, nomor, telpon, nerima, kode, otp, udah, kali, kek, gitu, gimana, daftar, nomor, aktif",sampah udah kali aktivasi akun nomor telpon nerima kode otp udah kali kek gitu gimana daftar nomor aktif
Pengguna Google,klo belum siap jngn diluncurin ya apknya,netral,klo belum siap jngn diluncurin ya apknya,"klo, belum, siap, jngn, diluncurin, ya, apknya","klo, jngn, diluncurin, ya, apknya","klo, jngn, diluncurin, ya, apknya",klo jngn diluncurin ya apknya
Pengguna Google,masih gak ngebantu sama sekali aplikasi baru ini. hadeuh nyusahin yang mau laporan! biar kena denda kah?,negatif,masih gak ngebantu sama sekali aplikasi baru ini hadeuh nyusahin yang mau laporan biar kena denda kah,"masih, gak, ngebantu, sama, sekali, aplikasi, baru, ini, hadeuh, nyusahin, yang, mau, laporan, biar, kena, denda, kah","gak, ngebantu, aplikasi, hadeuh, nyusahin, laporan, biar, kena, denda, kah","gak, ngebantu, aplikasi, hadeuh, nyusahin, lapor, biar, kena, denda, kah",gak ngebantu aplikasi hadeuh nyusahin lapor biar kena denda kah
Pengguna Google,"APK GA GUNA BANYAK MASALAHNYA, SURUH BAYAR PAJAK TAPI DIPERSULIT, ANEH! MAU LOGIN AJA GABISA-BISA, GAUSAH SO DIGITALISASI KALO MASIH BOBROK SISTEMNYA!",negatif,apk ga guna banyak masalahnya suruh bayar pajak tapi dipersulit aneh mau login aja gabisabisa gausah so digitalisasi kalo masih bobrok sistemnya,"apk, ga, guna, banyak, masalahnya, suruh, bayar, pajak, tapi, dipersulit, aneh, mau, login, aja, gabisabisa, gausah, so, digitalisasi, kalo, masih, bobrok, sistemnya","apk, ga, suruh, bayar, pajak, dipersulit, aneh, login, aja, gabisabisa, gausah, so, digitalisasi, kalo, bobrok, sistemnya","apk, ga, suruh, bayar, pajak, sulit, aneh, login, aja, gabisabisa, gausah, so, digitalisasi, kalo, bobrok, sistem",apk ga suruh bayar pajak sulit aneh login aja gabisabisa gausah so digitalisasi kalo bobrok sistem
Pengguna Google,"dari awal download mau kirim laporan spt ga bisa bisa, site under maintenance terus",netral,dari awal download mau kirim laporan spt ga bisa bisa site under maintenance terus,"dari, awal, download, mau, kirim, laporan, spt, ga, bisa, bisa, site, under, maintenance, terus","download, kirim, laporan, spt, ga, site, under, maintenance","download, kirim, lapor, spt, ga, site, under, maintenance",download kirim lapor spt ga site under maintenance
Pengguna Google,"Jujur saya sangat kecewa , krn apa. Terlalu banyak. Permintaan dan aturan login , haruspake kode efin lah , apalah . Dulu gak Seperti ini Gini kalo terlalu banyak aturan jadinya gak efisien, di. Minta melalui live chat , ada alasan gak tersambung dengan jaringan , Yang ada lah username tidak sesuai jelas2 itu sudah kita masukkan akun sewaktu mendaftar, adalah no npwp tidak terdaftar tapi sudah ada npwp, Gak jelasÃ°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡",negatif,jujur saya sangat kecewa  krn apa terlalu banyak permintaan dan aturan login  haruspake kode efin lah  apalah  dulu gak seperti ini gini kalo terlalu banyak aturan jadinya gak efisien di minta melalui live chat  ada alasan gak tersambung dengan jaringan  yang ada lah username tidak sesuai jelas itu sudah kita masukkan akun sewaktu mendaftar adalah no npwp tidak terdaftar tapi sudah ada npwp gak jelas,"jujur, saya, sangat, kecewa, krn, apa, terlalu, banyak, permintaan, dan, aturan, login, haruspake, kode, efin, lah, apalah, dulu, gak, seperti, ini, gini, kalo, terlalu, banyak, aturan, jadinya, gak, efisien, di, minta, melalui, live, chat, ada, alasan, gak, tersambung, dengan, jaringan, yang, ada, lah, username, tidak, sesuai, jelas, itu, sudah, kita, masukkan, akun, sewaktu, mendaftar, adalah, no, npwp, tidak, terdaftar, tapi, sudah, ada, npwp, gak, jelas","jujur, kecewa, krn, permintaan, aturan, login, haruspake, kode, efin, apalah, gak, gini, kalo, aturan, gak, efisien, live, chat, alasan, gak, tersambung, jaringan, username, sesuai, masukkan, akun, mendaftar, no, npwp, terdaftar, npwp, gak","jujur, kecewa, krn, minta, atur, login, haruspake, kode, efin, apa, gak, gin, kalo, atur, gak, efisien, live, chat, alas, gak, sambung, jaring, username, sesuai, masuk, akun, daftar, no, npwp, daftar, npwp, gak",jujur kecewa krn minta atur login haruspake kode efin apa gak gin kalo atur gak efisien live chat alas gak sambung jaring username sesuai masuk akun daftar no npwp daftar npwp gak
Pengguna Google,passpharse salah input mulu padahal dah ngikutin sesuai prosedur. servernya juga busuk sering eror,negatif,passpharse salah input mulu padahal dah ngikutin sesuai prosedur servernya juga busuk sering eror,"passpharse, salah, input, mulu, padahal, dah, ngikutin, sesuai, prosedur, servernya, juga, busuk, sering, eror","passpharse, salah, input, mulu, dah, ngikutin, sesuai, prosedur, servernya, busuk, eror","passpharse, salah, input, mulu, dah, ngikutin, sesuai, prosedur, servernya, busuk, eror",passpharse salah input mulu dah ngikutin sesuai prosedur servernya busuk eror
Pengguna Google,aplikasi yang bagus mudah diakses,positif,aplikasi yang bagus mudah diakses,"aplikasi, yang, bagus, mudah, diakses","aplikasi, bagus, mudah, diakses","aplikasi, bagus, mudah, akses",aplikasi bagus mudah akses
Pengguna Google,nyusahin mau daftar aja di persulit sinyal stabil verifikasi lama,negatif,nyusahin mau daftar aja di persulit sinyal stabil verifikasi lama,"nyusahin, mau, daftar, aja, di, persulit, sinyal, stabil, verifikasi, lama","nyusahin, daftar, aja, persulit, sinyal, stabil, verifikasi","nyusahin, daftar, aja, sulit, sinyal, stabil, verifikasi",nyusahin daftar aja sulit sinyal stabil verifikasi
Pengguna Google,"Sistem sangat buruk, seharusnya sistem itu mempermudah.. bukan mempersulit.. untuk validasi data cukup menggunakan NPWP dan NIK saja, tidak perlu mengisi banyak Data.. Data diri kitakan sudah terdaftar diDatabasenya DJP.... Untuk Team Developmentnya, diperbaiki lgi sistemnya.. agar lebih mudah digunakan",negatif,sistem sangat buruk seharusnya sistem itu mempermudah bukan mempersulit untuk validasi data cukup menggunakan npwp dan nik saja tidak perlu mengisi banyak data data diri kitakan sudah terdaftar didatabasenya djp untuk team developmentnya diperbaiki lgi sistemnya agar lebih mudah digunakan,"sistem, sangat, buruk, seharusnya, sistem, itu, mempermudah, bukan, mempersulit, untuk, validasi, data, cukup, menggunakan, npwp, dan, nik, saja, tidak, perlu, mengisi, banyak, data, data, diri, kitakan, sudah, terdaftar, didatabasenya, djp, untuk, team, developmentnya, diperbaiki, lgi, sistemnya, agar, lebih, mudah, digunakan","sistem, buruk, sistem, mempermudah, mempersulit, validasi, data, npwp, nik, mengisi, data, data, kitakan, terdaftar, didatabasenya, djp, team, developmentnya, diperbaiki, lgi, sistemnya, mudah","sistem, buruk, sistem, mudah, sulit, validasi, data, npwp, nik, isi, data, data, kita, daftar, didatabasenya, djp, team, developmentnya, baik, lgi, sistem, mudah",sistem buruk sistem mudah sulit validasi data npwp nik isi data data kita daftar didatabasenya djp team developmentnya baik lgi sistem mudah
Pengguna Google,Aplikasi kentang gak bisa dipakeee,negatif,aplikasi kentang gak bisa dipakeee,"aplikasi, kentang, gak, bisa, dipakeee","aplikasi, kentang, gak, dipakeee","aplikasi, kentang, gak, dipakeee",aplikasi kentang gak dipakeee
Pengguna Google,"pantes kasih bintang satu, login susah sekali selalu time out ...",negatif,pantes kasih bintang satu login susah sekali selalu time out ,"pantes, kasih, bintang, satu, login, susah, sekali, selalu, time, out","pantes, kasih, bintang, login, susah, time, out","pantes, kasih, bintang, login, susah, time, out",pantes kasih bintang login susah time out
Pengguna Google,fiturnya kurang lengkap,netral,fiturnya kurang lengkap,"fiturnya, kurang, lengkap","fiturnya, lengkap","fiturnya, lengkap",fiturnya lengkap
Pengguna Google,Mempermudah pelaporan SPPT.,positif,mempermudah pelaporan sppt,"mempermudah, pelaporan, sppt","mempermudah, pelaporan, sppt","mudah, lapor, sppt",mudah lapor sppt
Pengguna Google,"kita dituntut untuk update laporan,tapi kalian sebagai penyedia platform tidak update soal kemudahan pelayanan login dari setengah jam yang lalu selalu gagal,alasannya sesi telah berakhir lebih baik kembalikan ke setelen awal saja,agar lebih mudah diakses",negatif,kita dituntut untuk update laporantapi kalian sebagai penyedia platform tidak update soal kemudahan pelayanan login dari setengah jam yang lalu selalu gagalalasannya sesi telah berakhir lebih baik kembalikan ke setelen awal sajaagar lebih mudah diakses,"kita, dituntut, untuk, update, laporantapi, kalian, sebagai, penyedia, platform, tidak, update, soal, kemudahan, pelayanan, login, dari, setengah, jam, yang, lalu, selalu, gagalalasannya, sesi, telah, berakhir, lebih, baik, kembalikan, ke, setelen, awal, sajaagar, lebih, mudah, diakses","dituntut, update, laporantapi, penyedia, platform, update, kemudahan, pelayanan, login, jam, gagalalasannya, sesi, kembalikan, setelen, sajaagar, mudah, diakses","tuntut, update, laporantapi, sedia, platform, update, mudah, layan, login, jam, gagalalasannya, sesi, kembali, setelen, sajaagar, mudah, akses",tuntut update laporantapi sedia platform update mudah layan login jam gagalalasannya sesi kembali setelen sajaagar mudah akses
Pengguna Google,ini gmna ya saya ngisi dari tadi eror trus semua eror ngabisin pulsa lain kali klo bikin apk yg bner dikit heran data udah bener eror tros,negatif,ini gmna ya saya ngisi dari tadi eror trus semua eror ngabisin pulsa lain kali klo bikin apk yg bner dikit heran data udah bener eror tros,"ini, gmna, ya, saya, ngisi, dari, tadi, eror, trus, semua, eror, ngabisin, pulsa, lain, kali, klo, bikin, apk, yg, bner, dikit, heran, data, udah, bener, eror, tros","gmna, ya, ngisi, eror, trus, eror, ngabisin, pulsa, kali, klo, bikin, apk, yg, bner, dikit, heran, data, udah, bener, eror, tros","gmna, ya, ngisi, eror, trus, eror, ngabisin, pulsa, kali, klo, bikin, apk, yg, bner, dikit, heran, data, udah, bener, eror, tros",gmna ya ngisi eror trus eror ngabisin pulsa kali klo bikin apk yg bner dikit heran data udah bener eror tros
Pengguna Google,"Sistem dibuat bukannya untuk mempermudah bukan?, ini apa? Kita untuk daftar npwp harur klik satu persatu yang berjumlah 83.762 entry untuk mencari nama desa kecmatan dan kabupaten, seharus nya kalian itu kan manusiaÃ‚Â² yang berakal, buatlah sarana yang mempermudah lagi, bukan mempersulit.",negatif,sistem dibuat bukannya untuk mempermudah bukan ini apa kita untuk daftar npwp harur klik satu persatu yang berjumlah  entry untuk mencari nama desa kecmatan dan kabupaten seharus nya kalian itu kan manusia yang berakal buatlah sarana yang mempermudah lagi bukan mempersulit,"sistem, dibuat, bukannya, untuk, mempermudah, bukan, ini, apa, kita, untuk, daftar, npwp, harur, klik, satu, persatu, yang, berjumlah, entry, untuk, mencari, nama, desa, kecmatan, dan, kabupaten, seharus, nya, kalian, itu, kan, manusia, yang, berakal, buatlah, sarana, yang, mempermudah, lagi, bukan, mempersulit","sistem, mempermudah, daftar, npwp, harur, klik, persatu, entry, mencari, nama, desa, kecmatan, kabupaten, seharus, nya, manusia, berakal, buatlah, sarana, mempermudah, mempersulit","sistem, mudah, daftar, npwp, harur, klik, satu, entry, cari, nama, desa, kecmatan, kabupaten, harus, nya, manusia, akal, buat, sarana, mudah, sulit",sistem mudah daftar npwp harur klik satu entry cari nama desa kecmatan kabupaten harus nya manusia akal buat sarana mudah sulit
